Year,Female,Male,Total,Countries
1949,70.52,65.02,67.63,U.S.A
1950,71.01,65.4,68.06,U.S.A
1951,71.22,65.41,68.17,U.S.A
1952,71.5,65.54,68.38,U.S.A
1953,71.91,65.8,68.72,U.S.A
1954,72.7,66.57,69.5,U.S.A
1955,72.8,66.58,69.56,U.S.A
1956,72.95,66.61,69.64,U.S.A
1957,72.74,66.36,69.41,U.S.A
1958,73,66.6,69.67,U.S.A
1959,73.31,66.75,69.9,U.S.A
1960,73.3,66.62,69.82,U.S.A
1961,73.71,67.04,70.24,U.S.A
1962,73.59,66.88,70.11,U.S.A
1963,73.5,66.63,69.94,U.S.A
1964,73.81,66.82,70.19,U.S.A
1965,73.93,66.8,70.25,U.S.A
1966,73.97,66.69,70.21,U.S.A
1967,74.33,66.94,70.52,U.S.A
1968,74.08,66.55,70.21,U.S.A
1969,74.4,66.77,70.48,U.S.A
1970,74.65,67.02,70.74,U.S.A
1971,74.98,67.39,71.1,U.S.A
1972,75.11,67.42,71.18,U.S.A
1973,75.32,67.62,71.4,U.S.A
1974,75.85,68.18,71.96,U.S.A
1975,76.46,68.72,72.54,U.S.A
1976,76.68,69.08,72.85,U.S.A
1977,77.09,69.41,73.23,U.S.A
1978,77.23,69.62,73.41,U.S.A
1979,77.66,70.01,73.83,U.S.A
1980,77.48,69.98,73.74,U.S.A
1981,77.8,70.41,74.12,U.S.A
1982,78.08,70.8,74.47,U.S.A
1983,78.09,70.97,74.56,U.S.A
1984,78.17,71.12,74.68,U.S.A
1985,78.18,71.08,74.66,U.S.A
1986,78.27,71.14,74.74,U.S.A
1987,78.36,71.31,74.88,U.S.A
1988,78.31,71.32,74.85,U.S.A
1989,78.56,71.6,75.13,U.S.A
1990,78.85,71.85,75.4,U.S.A
1991,78.97,72.03,75.55,U.S.A
1992,79.18,72.32,75.81,U.S.A
1993,78.94,72.17,75.6,U.S.A
1994,79.06,72.39,75.77,U.S.A
1995,79.08,72.59,75.88,U.S.A
1996,79.22,73.07,76.2,U.S.A
1997,79.38,73.54,76.53,U.S.A
1998,79.43,73.81,76.69,U.S.A
1999,79.35,73.92,76.7,U.S.A
2000,79.43,74.12,76.84,U.S.A
2001,79.52,74.27,76.95,U.S.A
2002,79.58,74.35,77.02,U.S.A
2003,79.7,74.53,77.17,U.S.A
2004,80.06,74.96,77.57,U.S.A
2005,80.07,74.95,77.56,U.S.A
2006,80.33,75.24,77.83,U.S.A
2007,80.56,75.51,78.08,U.S.A
2008,80.59,75.65,78.16,U.S.A
2009,80.91,76.02,78.51,U.S.A
2010,81.07,76.25,78.7,U.S.A
2011,81.07,76.32,78.74,U.S.A
2012,81.18,76.45,78.85,U.S.A
2013,81.19,76.45,78.85,U.S.A
2014,81.27,76.5,78.92,U.S.A
2015,81.15,76.34,78.76,U.S.A
2016,81.19,76.24,78.73,U.S.A
2017,81.19,76.19,78.7,U.S.A
2018,81.35,76.34,78.85,U.S.A
2019,81.48,76.46,78.97,U.S.A
2020,79.87,74.34,77.05,U.S.A
2021,79.37,73.62,76.43,U.S.A
1959,72.2,65.78,69.45,Ukraine
1960,73.8,67.39,71.08,Ukraine
1961,74.15,67.63,71.37,Ukraine
1962,73.52,67.11,70.78,Ukraine
1963,74.24,67.65,71.42,Ukraine
1964,75.03,68.45,72.22,Ukraine
1965,74.6,67.82,71.69,Ukraine
1966,74.99,67.94,71.95,Ukraine
1967,74.64,67.52,71.55,Ukraine
1968,74.94,67.42,71.66,Ukraine
1969,74.53,66.63,71.04,Ukraine
1970,74.44,66.51,70.94,Ukraine
1971,74.76,66.67,71.18,Ukraine
1972,74.45,66.53,70.95,Ukraine
1973,74.66,66.64,71.11,Ukraine
1974,74.7,66.41,71,Ukraine
1975,74.25,65.58,70.34,Ukraine
1976,74.22,65.69,70.38,Ukraine
1977,74.21,65.14,70.07,Ukraine
1978,74.19,65.01,69.99,Ukraine
1979,74.03,64.7,69.72,Ukraine
1980,74.06,64.62,69.68,Ukraine
1981,74.18,64.64,69.74,Ukraine
1982,74.42,64.8,69.94,Ukraine
1983,74.39,64.88,69.94,Ukraine
1984,74.1,64.61,69.64,Ukraine
1985,74.03,65.25,69.94,Ukraine
1986,75.01,66.89,71.3,Ukraine
1987,74.91,66.63,71.09,Ukraine
1988,74.78,66.58,70.98,Ukraine
1989,75.19,66.13,70.92,Ukraine
1990,74.9,65.6,70.46,Ukraine
1991,74.32,64.62,69.62,Ukraine
1992,74.03,63.81,69.01,Ukraine
1993,73.35,63.17,68.31,Ukraine
1994,72.95,62.38,67.67,Ukraine
1995,72.5,61.2,66.76,Ukraine
1996,72.77,61.51,67.06,Ukraine
1997,73.17,62.22,67.65,Ukraine
1998,73.83,63.16,68.49,Ukraine
1999,73.61,62.61,68.07,Ukraine
2000,73.52,62.08,67.71,Ukraine
2001,73.64,62.24,67.86,Ukraine
2002,73.63,62.06,67.74,Ukraine
2003,73.53,62.23,67.79,Ukraine
2004,73.62,61.98,67.68,Ukraine
2005,73.37,61.49,67.27,Ukraine
2006,73.79,62.27,67.93,Ukraine
2007,73.69,61.76,67.59,Ukraine
2008,73.9,62.24,67.97,Ukraine
2009,74.85,64.35,69.63,Ukraine
2010,75.19,65.2,70.27,Ukraine
2011,75.85,65.94,70.99,Ukraine
2012,75.99,66.07,71.13,Ukraine
2013,76.2,66.31,71.35,Ukraine
